Experience_Years,Education_Level,Age,City_Cost_Index,Job_Level,Overtime_Hours,Industry_Multiplier,Salary
14.9816047538945,2,42.82159124181426,1.2467011978605218,3,12.384633159356767,1.265490998985719,97001.5883361105
38.02857225639664,2,61.504668221186336,1.1215047174739352,2,13.641503088508468,1.3711983293092296,146229.21561620542
29.279757672456203,1,54.05287522741529,1.4751489674047584,1,7.123711727258306,1.2476805651434049,117502.30377061029
23.946339367881464,2,51.25258446274401,0.9532849156889668,1,10.347490938755428,1.0130516565855263,108741.27174455128
6.240745617697461,2,32.0974603738933,1.2114994911992585,2,5.471404269591451,0.95377918029752,80231.38744955926
6.239780813448106,3,34.14834912252726,1.2901470104931558,3,19.6798010494948,1.3385081417781968,98342.6333305456
2.3233444867279784,1,32.013007696510854,1.3778951425417671,3,3.7457613435483483,0.9495152559784715,72145.95054510944
34.647045830997406,2,57.579419332718984,1.0848797212996049,2,3.0131445214165087,0.9755184818720003,131573.25362913345
24.04460046972835,3,51.72114220091284,1.2808453353602371,3,5.376445514831916,1.1983463607642568,131276.98303450274
28.322903111841818,3,52.16565635689874,1.012241029968998,3,18.401085010153917,0.9949985390154483,134565.1838178146
0.8233797718320979,3,26.139193591092653,1.1048332646532741,3,13.177121161695426,1.0137966779874399,67073.78108174357
38.79639408647977,3,61.05929589284089,1.4269389918423796,2,9.118550513669003,0.9711292844365251,156188.82702286966
33.29770563201687,4,56.38496469035846,1.464935326531668,1,18.50790815139568,1.3721630997728704,148322.83417545352
8.493564427131046,2,33.051782739522245,1.3031721428490854,3,18.002943850053803,0.9624625906140604,89254.61665275143
7.272998688284025,2,32.008885130587906,1.0620463235433295,3,8.031850118705686,1.3656660312356548,92248.71470413927
7.336180394137353,1,36.53286212583412,1.374040452982265,1,11.272819262463846,1.0630984888944477,75586.92484772403
12.169689718381509,1,40.10419299251363,0.8181069572077941,2,18.107479639171526,1.310779745027551,91193.55401041076
20.990257265289515,1,50.76772101078584,0.8719221373775947,2,6.387973247894319,1.3749987847436576,110044.8699973914
17.27780074568463,1,44.07037282836656,1.2629616154627528,1,8.150744627938822,1.1596288755496773,95995.944279029
